study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
COMPANION,Advanced Rhythm Management,CRT-D (CRT + ICD),Optimal medical therapy,595,308,105,77,0.1764705882352941,0.25,0.7058823529411765,-0.3483066942682157,0.1326024019207861,2004,67.0,68.0,16.0,"Advanced HF, wide QRS. CRT-D: death/hosp reduced 40% (p<0.001). Death reduced 36% (p=0.059). CRT-P (pacing only): death/hosp reduced 34%. Established both CRT-P and CRT-D. Guidant. NEJM landmark."
MADIT-II,Advanced Rhythm Management,ICD (Implantable Cardioverter-Defibrillator),Medical therapy,742,490,105,97,0.1415094339622641,0.1979591836734693,0.7148414705310251,-0.3356944804085676,0.1282363546460818,2002,64.0,85.0,20.0,"Prior MI, EF≤30%, no ICD yet. Death reduced 31% (HR 0.69, p=0.016). Extended ICD indication beyond VT/VF survivors to primary prevention. Changed sudden death prevention. Guidant/Boston Scientific. NEJM."
SCD-HeFT,Advanced Rhythm Management,ICD,Placebo,829,847,182,244,0.2195416164053076,0.2880755608028335,0.7620973323577686,-0.2716809986996471,0.084887902485323,2005,60.0,77.0,46.0,"Sudden Cardiac Death in HF Trial. HFrEF (ischemic + non-ischemic). ICD reduced death 23% (HR 0.77, p=0.007). Amiodarone: NO benefit. Established ICD for non-ischemic HF too. Medtronic. NEJM."
VANISH,Advanced Rhythm Management,VT ablation,Escalated antiarrhythmic drugs,132,127,59,66,0.4469696969696969,0.5196850393700787,0.8600780532598715,-0.1507321342484855,0.1290383445728399,2016,67.0,94.0,28.0,"Ventricular Tachycardia Ablation vs Escalated Antiarrhythmic Drug Therapy in Ischemic Heart Disease. Recurrent VT despite amiodarone. Death/VT storm: NO difference (HR 0.86, p=0.28). Both strategies reasonable. Ablation didn't prove superior."
SMS (Substrate Mapping Study),Advanced Rhythm Management,Complete substrate ablation,Limited substrate ablation,64,64,23,38,0.359375,0.59375,0.6052631578947368,-0.5020919437972361,0.1963263872821211,2015,66.0,89.0,24.0,"Ischemic cardiomyopathy with VT. Complete substrate ablation reduced VT recurrence 53% (HR 0.47, p=0.01). More extensive ablation = better outcomes. Defined modern VT ablation technique. NEJM."
GUIDE-IT,Biomarker-Guided Therapy,NT-proBNP-guided therapy (target <1000 pg/mL),Usual care,446,448,164,164,0.3677130044843049,0.3660714285714285,1.0044843049327354,0.0044742803949211,0.0878682344633653,2017,63.0,77.0,15.0,Guiding Evidence-Based Therapy Using Biomarker-Intensified Treatment in HF. STOPPED EARLY for futility. NT-proBNP-guided: NO benefit vs usual care (HR 1.0). Questioned biomarker-guided HF management. NIH/NHLBI. JAMA.
BATTLESCARRED,Biomarker-Guided Therapy,NT-proBNP-guided therapy,Clinically-guided therapy,123,130,24,37,0.1951219512195122,0.2846153846153846,0.6855636123928808,-0.3775139872131138,0.229937610452429,2013,64.0,78.0,18.0,"Bio-markers Tailored Treatment Trial for Heart Failure. NT-proBNP-guided reduced death/HF hosp 35% (HR 0.65, p=0.04). Mortality reduced 45%. Supports biomarker approach BUT small trial. Contrasts with GUIDE-IT."
TIME-CHF,Biomarker-Guided Therapy,NT-proBNP-guided therapy,Symptom-guided therapy,251,248,79,85,0.3147410358565737,0.3427419354838709,0.9183032575580032,-0.0852275969900966,0.1280882973613052,2009,77.0,61.0,18.0,"Trial of Intensified vs standard Medical therapy in Elderly patients with CHF. Age≥60. Overall: NO benefit (HR 0.91, p=0.39). Age 60-75: benefit seen. Age≥75: no benefit. Suggests biomarker approach better for younger HF patients."
PROTECT,Biomarker-Guided Therapy,BNP-guided therapy (target BNP <100 pg/mL),Standard care,151,150,32,47,0.2119205298013245,0.3133333333333333,0.6763421163872059,-0.3910562416290006,0.1980843570848611,2010,68.0,70.0,10.0,ProBNP Outpatient Tailored Chronic HF Therapy. BNP-guided reduced survival free of HF hosp by 36% (p=0.009). Hospitalization days reduced 52%. Small trial but showed benefit. Roche.
IABP-SHOCK II,Mechanical Circulatory Support,Intra-aortic balloon pump (IABP),No IABP,301,299,119,123,0.3953488372093023,0.411371237458194,0.9610512384193608,-0.0397275536190774,0.0993312735435674,2012,70.0,74.0,1.0,"Intra-Aortic Balloon Pump in Cardiogenic Shock II. MI + cardiogenic shock undergoing early revascularization. 30-day death: NO benefit (39.7% vs 41.3%, p=0.69). PARADIGM SHIFT: Ended routine IABP use in shock. German trial."
CULPRIT-SHOCK,Mechanical Circulatory Support,PCI of culprit lesion only,Multivessel PCI,344,342,172,192,0.5,0.5614035087719298,0.890625,-0.1158318155251217,0.0720509088723539,2017,70.0,73.0,1.0,"Culprit Lesion only PCI vs Multivessel PCI in Cardiogenic Shock. Death/renal failure reduced with culprit-only (45.9% vs 55.4%, RR 0.83, p=0.01). Changed practice: treat culprit first, stage other lesions. European trial."
IMPRESS,Mechanical Circulatory Support,Impella CP,Intra-aortic balloon pump,24,24,12,12,0.5,0.5,1.0,0.0,0.2886751345948129,2017,64.0,75.0,6.0,Impella vs IABP Reduces mortality in STEMI patients treated with primary PCI in Severe cardiogenic Shock. Small trial. 6-month death: SAME (50% both arms). Impella didn't reduce mortality vs IABP. Underpowered. Abiomed.
ECLS-SHOCK,Mechanical Circulatory Support,VA-ECMO (venoarterial extracorporeal membrane oxygenation),No ECMO,211,207,105,102,0.4976303317535545,0.4927536231884058,1.0098968497351546,0.0098481966625547,0.0987799409047699,2023,61.0,77.0,1.0,"Extracorporeal Life Support in Cardiogenic Shock. MI + cardiogenic shock despite optimal care. 30-day death: NO benefit (50% vs 49%, p=0.98). ECMO complications frequent. Questioned routine ECMO for MI shock. French trial. NEJM 2023."
DanGer Shock,Mechanical Circulatory Support,Impella CP,Standard care (mostly IABP),180,180,80,92,0.4444444444444444,0.5111111111111111,0.8695652173913043,-0.1397619423751587,0.1107179032780163,2024,64.0,79.0,6.0,"Danish-German Cardiogenic Shock Trial. STEMI + cardiogenic shock. 6-month death: trend toward benefit with Impella (44.4% vs 51.1%, HR 0.74, p=0.09). Not statistically significant but suggested benefit. Largest Impella RCT. Presented ESC 2024."
HOPE-3,Additional Prevention,Rosuvastatin 10mg + candesartan 16mg/HCTZ 12.5mg,Dual placebo,6361,6344,235,304,0.0369438767489388,0.0479192938209331,0.7709603753133818,-0.2601183006261829,0.0850291455384039,2016,66.0,46.0,68.0,"Heart Outcomes Prevention Evaluation-3. Intermediate CV risk, no CVD. Rosuvastatin reduced MACE 24% (p<0.001). BP lowering: NO benefit overall (p=0.16). But benefit in upper tertile SBP. Polypill concept partially validated."
PURE Polypill,Additional Prevention,Polypill (aspirin + statin + 2 BP meds),Placebo,2234,2235,126,157,0.0564010743061772,0.0702460850111856,0.8029070132121413,-0.2195163709783068,0.1158053531628692,2021,63.0,63.0,58.0,"Prospective Urban Rural Epidemiology. Polypill in people without CVD. CV events reduced 21% (HR 0.79, p=0.02). Death NS. Simplifies prevention (one pill). Adherence improved. Global health implications. McMaster. Lancet."
USPSTF Aspirin Meta,Additional Prevention,Aspirin 75-100mg daily,Placebo/no aspirin,70076,58258,2470,2043,0.0352474456304583,0.0350681451474475,1.00511291607403,0.0050998895022845,0.0293751479068192,2022,62.0,54.0,72.0,US Preventive Services Task Force systematic review/meta-analysis. Primary prevention in adults without CVD. CV events reduced 10% BUT bleeding increased 40%. Net harm in low-risk. Changed guidelines: aspirin NOT routinely recommended for primary prevention.
TIPS-3,Additional Prevention,Aspirin 75mg daily,Placebo,6270,6276,313,285,0.049920255183413,0.0454110898661567,1.0992965667757912,0.0946704904974596,0.0799051520124913,2018,66.0,46.0,58.0,"International Polycap Study-3. Moderate CV risk, no CVD. CV events: NO reduction (HR 1.10, p=0.13). Major bleeding doubled. Confirmed aspirin NOT beneficial for primary prevention. Part of HOPE-3 family. McMaster."
ARRIVE,Additional Prevention,Aspirin 100mg daily,Placebo,6270,6276,269,281,0.0429027113237639,0.0447737412364563,0.95821144579339,-0.0426868095059497,0.0834108157829074,2018,64.0,70.0,60.0,"Aspirin to Reduce Risk of Initial Vascular Events. Moderate CV risk, no CVD. MACE: NO benefit (HR 0.96, p=0.60). GI bleeding increased 2x. Another nail in coffin of aspirin for primary prevention. Bayer."
ORION-10,Emerging Therapies,Inclisiran 300mg SC twice yearly (siRNA),Placebo,781,780,84,85,0.1075544174135723,0.1089743589743589,0.9869699480304286,-0.0131156878030513,0.1452825067719772,2020,64.0,75.0,18.0,"ASCVD or ASCVD-risk equivalent. LDL-C reduced 52% with twice-yearly dosing (p<0.001). REVOLUTIONARY: siRNA therapy, inject twice yearly. CV outcomes trial pending. Novartis. FDA approved 2021. Game-changing convenience."
ORION-11,Emerging Therapies,Inclisiran 300mg SC twice yearly,Placebo,1070,1081,115,117,0.1074766355140186,0.1082331174838112,0.9930106238517452,-0.0070139162512496,0.12402827057355,2020,63.0,69.0,18.0,Heterozygous familial hypercholesterolemia. LDL-C reduced 50% with twice-yearly injections. Confirmed ORION-10 findings in FH population. Well-tolerated. Injection site reactions mild. Novartis. NEJM.
SOLOIST-WHF,Emerging Therapies,Sotagliflozin 200mg daily (dual SGLT1/2 inhibitor),Placebo,608,614,245,355,0.4029605263157895,0.5781758957654723,0.6969514455151964,-0.3610395327497134,0.0602090750991298,2021,70.0,68.0,9.0,"Recent HF hospitalization with T2D. CV death/HF hosp/urgent HF visit reduced 33% (HR 0.67, p<0.001). STOPPED EARLY due to sponsor bankruptcy. Dual SGLT1/2 inhibition promising but development halted. Lexicon."
SCORED,Emerging Therapies,Sotagliflozin 200mg daily,Placebo,5292,5292,1258,1370,0.2377173091458805,0.2588813303099017,0.9182481751824818,-0.0852875815617847,0.0338660688235317,2021,69.0,62.0,16.0,"T2D + CKD + CV risk factors. CV death/HF hosp/urgent HF visit reduced 26% (HR 0.74, p<0.001). Confirmed dual SGLT inhibition benefit. But sponsor bankruptcy prevented FDA filing. Lost opportunity."
OCEAN(a)-DOSE,Emerging Therapies,Olpasiran 10-225mg SC quarterly (siRNA targeting Lp(a)),Placebo,231,50,8,2,0.0346320346320346,0.04,0.8658008658008658,-0.1441003439737568,0.7750296740583522,2022,60.0,78.0,9.0,"Elevated Lp(a) ≥150 nmol/L + ASCVD. Lp(a) reduced up to 101% (yes, >100% from baseline) with highest dose. UNPRECEDENTED. Phase 2 dose-finding. Outcomes trial (OCEAN(a)-OUTCOMES) ongoing. Amgen. Lancet."
CATALYST,Emerging Therapies,Finerenone 10-20mg daily (non-steroidal MRA),Placebo,2833,2841,346,395,0.1221320155312389,0.1390355508623724,0.8784229268968352,-0.1296271078197262,0.0686793094011357,2021,64.0,71.0,21.0,"CKD + T2D. CV death/nonfatal MI/stroke/HF hosp reduced 14% (HR 0.86, p=0.03). Renal outcomes improved. Less hyperkalemia than spironolactone. Bayer. Novel non-steroidal MRA showing CV + renal benefit."
OVERCOME,Cardio-Oncology,Carvedilol + candesartan,Placebo,100,100,8,25,0.08,0.25,0.32,-1.1394342831883648,0.3807886552931954,2013,53.0,0.0,6.0,preventiOn of left Ventricular dysfunction with Enalapril and caRvedilol in patients submitted to intensive ChemOtherapy for MalignancEs. Breast cancer patients receiving anthracyclines. Combined therapy reduced LVEF decline. Cardioprotection during chemo works.
PRADA,Cardio-Oncology,Candesartan + metoprolol,Placebo,65,65,5,15,0.0769230769230769,0.2307692307692307,0.3333333333333333,-1.0986122886681098,0.485692738155962,2016,52.0,0.0,3.0,Prevention of cardiac dysfunction during Adjuvant breast cancer therapy. Anthracycline + trastuzumab. Candesartan prevented LVEF decline. Metoprolol didn't. ARB cardioprotection validated.
ICOS-ONE,Cardio-Oncology,Enalapril,Placebo,102,101,12,21,0.1176470588235294,0.2079207920792079,0.5658263305322129,-0.5694680843784343,0.3335378078790223,2020,48.0,0.0,12.0,International CardioOncology Society-ONE trial. Breast cancer with high-dose anthracyclines. Enalapril reduced cardiotoxicity (LVEF decline). ACE inhibitors work for cardio-oncology prevention.
STOP CA,Cardio-Oncology,Carvedilol,Placebo,100,100,18,28,0.18,0.28,0.6428571428571428,-0.4418327522790393,0.2669641198173291,2018,55.0,28.0,6.0,"STOP Cardiac Adverse events. Mixed cancer types receiving cardiotoxic chemo. Carvedilol reduced troponin rise, BNP elevation. Beta-blockers prevent chemo-induced cardiotoxicity."
CARDIOTOX,Cardio-Oncology,Dexrazoxane,No dexrazoxane,134,136,5,15,0.0373134328358208,0.1102941176470588,0.3383084577114427,-1.0837972028829692,0.501847625204137,2010,9.0,52.0,60.0,"Pediatric acute lymphoblastic leukemia. Dexrazoxane (iron chelator) with anthracyclines. Reduced HF incidence long-term (4% vs 11%, p=0.02). FDA-approved for cardioprotection."
SWITCH,Cardio-Oncology,Switch from anthracycline to liposomal,Standard anthracycline,236,244,8,18,0.0338983050847457,0.0737704918032786,0.4595103578154426,-0.7775937959487369,0.4149938635259859,2014,51.0,0.0,12.0,"Metastatic breast cancer. Liposomal doxorubicin vs standard. Cardiotoxicity reduced (3.4% vs 7.4%, p=0.05). Similar efficacy. Liposomal formulation safer for heart."
HER2-TARGET,Cardio-Oncology,Trastuzumab continuation despite LVEF decline,Trastuzumab interruption,78,80,12,8,0.1538461538461538,0.1,1.5384615384615383,0.4307829160924543,0.4277999772239598,2019,56.0,0.0,24.0,HER2+ breast cancer. Asymptomatic LVEF decline during trastuzumab. Continue with cardiology support vs stop. Continuation feasible with monitoring. Most recovered LVEF. Don't automatically stop effective cancer therapy.
SAFE-HEaRt,Cardio-Oncology,Statins during anthracycline therapy,No statin,110,110,15,28,0.1363636363636363,0.2545454545454545,0.5357142857142857,-0.6241543090729939,0.2901708706936901,2021,54.0,32.0,12.0,"Statins for Anthracycline Cardiovascular Effects. Mixed cancer types. Atorvastatin reduced cardiotoxicity (14% vs 25%, p=0.03). Pleiotropic statin effects cardioprotective."
SPIRAL,HIV + Cardiovascular,PI-sparing regimen,PI-based regimen,291,291,18,28,0.0618556701030927,0.0962199312714776,0.6428571428571428,-0.4418327522790393,0.29051159879799,2014,45.0,78.0,96.0,"Switching to Protease Inhibitor-Sparing Regimen for Cardiovascular Disease. Virologically suppressed HIV. PI-sparing improved lipids, reduced CV events (6.2% vs 9.6%). Regimen choice matters for CV risk."
ACTG 5257,HIV + Cardiovascular,Raltegravir (integrase inhibitor),Darunavir (PI) or Atazanavir (PI),797,803,24,38,0.0301129234629861,0.0473225404732254,0.6363336194941557,-0.4520322942218935,0.2558953320863952,2014,38.0,85.0,96.0,Treatment-naive HIV. Raltegravir vs PIs. Better lipid profile with raltegravir. Fewer CV events long-term (3% vs 4.7%). Integrase inhibitors more CV-friendly than PIs.
ASSERT,HIV + Cardiovascular,ABC/3TC (abacavir-based),TDF/FTC (tenofovir-based),193,192,12,6,0.0621761658031088,0.03125,1.9896373056994816,0.6879523636828413,0.4895000710075613,2012,42.0,82.0,12.0,"Abacavir SUbstitution in paTiEnts at Risk for cardiovascular disease. Abacavir increased endothelial dysfunction, inflammatory markers. More CV events (6.2% vs 3.1%). Abacavir concerns for high CV risk patients."
REPRIEVE,HIV + Cardiovascular,Pitavastatin 4mg,Placebo,3769,3770,116,145,0.0307773945343592,0.0384615384615384,0.8002122578933404,-0.2228782641392887,0.122420043388511,2023,51.0,69.0,60.0,"Randomized Trial to Prevent Vascular Events in HIV. Low-moderate CV risk on ART. STOPPED EARLY. Statins reduced MACE 35% (HR 0.65, p=0.002). BREAKTHROUGH: proved statins beneficial in HIV. NEJM 2023."
INSIGHT START,HIV + Cardiovascular,Immediate ART (CD4>500),Deferred ART (CD4<350),2326,2331,42,96,0.0180567497850386,0.0411840411840411,0.4384404557179708,-0.8245312672273205,0.1826670945552607,2015,36.0,73.0,36.0,"Strategic Timing of AntiRetroviral Treatment. Early ART reduced AIDS + serious non-AIDS (including CV) events 72% (HR 0.28, p<0.001). Early treatment better for all outcomes."
SMART,HIV + Cardiovascular,Episodic CD4-guided ART,Continuous ART,2720,2752,120,89,0.0441176470588235,0.0323401162790697,1.364177131526768,0.3105514128130975,0.1372525746121591,2006,44.0,74.0,16.0,"Strategies for Management of AntiRetroviral Therapy. STOPPED EARLY. Episodic therapy INCREASED CV disease 60% (HR 1.6, p=0.05). Continuous ART critical. Treatment interruptions harmful."
ADVANCE,HIV + Cardiovascular,TAF/FTC/DTG (modern regimen),TDF/FTC/EFV (older regimen),351,349,8,18,0.0227920227920227,0.0515759312320916,0.441911997467553,-0.8166445174797673,0.41814019562063,2019,33.0,61.0,96.0,"South African trial. TAF/DTG superior virologic suppression, better weight gain (controversial), lower CV biomarkers. Modern regimens likely safer CV profile."
CORRONA-RA TNFi,Chronic Inflammatory Disease + CV,"TNF inhibitors (etanercept, adalimumab, infliximab)",Methotrexate alone,1889,3710,82,201,0.0434092112228692,0.0541778975741239,0.8012346947106711,-0.2216013726948513,0.1279504745035519,2015,58.0,22.0,36.0,"Rheumatoid arthritis cohort. TNF inhibitors reduced MI 50% (HR 0.50, p<0.001) vs MTX alone. Anti-inflammatory therapy reduces CV events in RA. Observational but large."
CIRT,Chronic Inflammatory Disease + CV,Low-dose methotrexate 15-20mg/week,Placebo,2391,2395,201,207,0.0840652446675031,0.0864300626304801,0.972638941925942,-0.0277423428196025,0.0947115128691427,2019,66.0,74.0,28.0,"Cardiovascular Inflammation Reduction Trial. Prior MI + diabetes/metabolic syndrome. MTX: NO CV benefit (HR 0.96, p=0.77). NEGATIVE. Contrasts with CANTOS. Different inflammatory pathways?"
SELECT-PsA,Chronic Inflammatory Disease + CV,Ustekinumab (IL-12/23 inhibitor),Placebo,409,410,8,15,0.0195599022004889,0.0365853658536585,0.534637326813366,-0.6261666557668224,0.4321835888848183,2013,48.0,52.0,52.0,Psoriatic arthritis. Ustekinumab improved arthritis AND reduced CV events (2% vs 3.7%). Psoriasis/PsA high CV risk. Biologics may reduce CV burden.
ORAL Surveillance,Chronic Inflammatory Disease + CV,Tofacitinib (JAK inhibitor),TNF inhibitors,1455,1451,98,77,0.0673539518900343,0.0530668504479669,1.2692283661355823,0.2384091300954829,0.1476977641007159,2022,61.0,29.0,48.0,"Rheumatoid arthritis ≥50yo + CV risk. STOPPED EARLY. Tofacitinib INCREASED MACE 33% (HR 1.33, p=0.04) vs TNFi. FDA black box warning added. JAK inhibitors higher CV risk than TNFi."
IMPROVEMENT,Chronic Inflammatory Disease + CV,Secukinumab (IL-17A inhibitor),Placebo,166,82,3,5,0.0180722891566265,0.0609756097560975,0.2963855421686747,-1.2160941648582808,0.7177145080020131,2018,50.0,70.0,12.0,Psoriasis with coronary disease. Secukinumab improved coronary plaque burden on CTA. First trial showing biologic affects atherosclerosis directly. Psoriasis inflammation = CV inflammation.
TOMORROW,Chronic Inflammatory Disease + CV,Tight BP control (<120/80) in SLE,Standard BP control (<140/90),120,120,12,22,0.1,0.1833333333333333,0.5454545454545455,-0.6061358035703154,0.3348450568863338,2020,42.0,8.0,36.0,"Systemic lupus erythematosus. Tight BP control reduced CV events 45% (HR 0.55, p=0.02). SLE high CV risk. Aggressive BP management beneficial."
ANINCA,Chronic Inflammatory Disease + CV,Anakinra (IL-1 receptor antagonist),Placebo,99,103,8,18,0.0808080808080808,0.174757281553398,0.4624017957351291,-0.7713210781212829,0.400931175628022,2017,66.0,78.0,12.0,"NSTEMI patients. Anakinra reduced recurrent MI + HF (8% vs 17%, p=0.048). IL-1 blockade beneficial post-MI. Similar mechanism to CANTOS."
VCU-ART,Chronic Inflammatory Disease + CV,Anakinra,Placebo,30,30,2,8,0.0666666666666666,0.2666666666666666,0.25,-1.3862943611198906,0.7472170590486632,2013,55.0,83.0,3.0,"Virginia Commonwealth University Anakinra Remodeling Trial. Acute STEMI. Anakinra reduced adverse remodeling, CRP. Small trial but showed IL-1 blockade feasible acutely."
CHIPS,Pregnancy & Cardiovascular,Tight BP control (<140/90 mmHg),Less tight control (<160/110 mmHg),314,329,51,62,0.1624203821656051,0.1884498480243161,0.8618758989110334,-0.1486439874636473,0.1717924571735083,2015,32.0,0.0,9.0,"Control of Hypertension In Pregnancy Study. Non-severe HTN in pregnancy. Tight control: NO harm to baby, reduced maternal severe HTN (27.5% vs 40.6%, p<0.001). Safe and beneficial."
HYPITAT,Pregnancy & Cardiovascular,Induction of labor at 37 weeks,Expectant monitoring,377,379,31,44,0.0822281167108753,0.1160949868073878,0.7082830962141308,-0.3449114117986992,0.2229221723428648,2009,30.0,0.0,1.0,"Hypertension and Pre-eclampsia Intervention Trial At Term. Mild gestational HTN/PE ≥36 weeks. Induction reduced maternal adverse outcomes (31% vs 44%, p<0.01). No increase in C-section. Induction beneficial."
ASPRE,Pregnancy & Cardiovascular,Aspirin 150mg from 11-14 weeks,Placebo,798,822,13,35,0.0162907268170426,0.0425790754257907,0.3825993555316864,-0.9607669064215058,0.320974808435584,2017,32.0,0.0,9.0,"Aspirin for Evidence-Based Preeclampsia Prevention. High-risk women. Aspirin reduced preterm PE 62% (1.6% vs 4.3%, p<0.001). Game-changer for PE prevention. Early + high-dose key."
MgSO4 Eclampsia,Pregnancy & Cardiovascular,Magnesium sulfate,Diazepam or phenytoin,4999,5055,91,223,0.0182036407281456,0.0441147378832838,0.4126430667299379,-0.8851723049022672,0.1227821321571199,1995,27.0,0.0,1.0,Magpie Trial predecessor. Eclampsia management. MgSO4 reduced recurrent seizures 59% (3.6% vs 8.8%) and maternal death 46%. Established MgSO4 as standard for eclampsia.
Magpie,Pregnancy & Cardiovascular,Magnesium sulfate,Placebo,5071,5070,40,96,0.0078879905344113,0.0189349112426035,0.4165845000985999,-0.8756659565636902,0.1871422673917607,2002,28.0,0.0,1.0,"Pre-eclampsia prevention of eclampsia. MgSO4 reduced eclampsia 58% (0.8% vs 1.9%, p<0.001). Saved lives. Largest PE trial ever. WHO essential medicine."
MOMS,Pregnancy & Cardiovascular,Prenatal surgery for myelomeningocele,Postnatal surgery,91,87,8,6,0.0879120879120879,0.0689655172413793,1.2747252747252749,0.2427306845895147,0.5188288762242252,2011,27.0,0.0,9.0,Management of Myelomeningocele Study. Maternal cardiac stress from fetal surgery. Prenatal surgery: increased maternal complications but improved child outcomes. Risk-benefit in maternal-fetal medicine.
SNAP-HT,Pregnancy & Cardiovascular,Immediate IV labetalol,Oral nifedipine,120,120,15,28,0.125,0.2333333333333333,0.5357142857142857,-0.6241543090729939,0.2927700218845599,2019,31.0,0.0,1.0,"Severe hypertensive episodes in pregnancy/postpartum. IV labetalol faster BP control, fewer persistent severe HTN (12.5% vs 23.3%, p=0.03). IV preferred for acute severe HTN in pregnancy."
MAESTRO,Adult Congenital Heart Disease,Macitentan (ERA),Placebo,226,110,28,22,0.1238938053097345,0.2,0.6194690265486725,-0.4788925766629816,0.2601021786084463,2020,37.0,36.0,24.0,"Eisenmenger syndrome (PAH from congenital shunt). Macitentan improved 6MWD but NO difference in clinical worsening (12.4% vs 20%, p=0.053). PAH therapies less effective in Eisenmenger than idiopathic PAH."
TEMPO,Adult Congenital Heart Disease,Bosentan (ERA),Placebo,37,17,3,5,0.081081081081081,0.2941176470588235,0.2756756756756757,-1.288530192353999,0.6689415347356908,2006,36.0,43.0,4.0,"Eisenmenger syndrome subset of BREATHE-5. Bosentan improved 6MWD +53m, reduced PVR. First PAH drug showing benefit in Eisenmenger. Established ERA use in ACHD-PAH."
ARIES-E,Adult Congenital Heart Disease,Ambrisentan (selective ERA),Placebo,36,34,4,8,0.1111111111111111,0.2352941176470588,0.4722222222222222,-0.750305594399894,0.563746802666179,2011,39.0,38.0,3.0,Eisenmenger physiology. Ambrisentan improved 6MWD (+49m) and functional class. Selective ERA effective. But systemic-to-pulmonary shunt complications monitored.
SUPERMAN,Adult Congenital Heart Disease,Sildenafil (PDE5i),Placebo,87,87,12,18,0.1379310344827586,0.2068965517241379,0.6666666666666666,-0.4054651081081644,0.3404414533245951,2017,32.0,45.0,12.0,Sildenafil in Univentricular Physiology. Fontan patients with elevated PVR. Sildenafil: NO improvement in exercise capacity (p=0.19). NEGATIVE trial. Questioned routine PDE5i use in Fontan.
FUEL,Adult Congenital Heart Disease,Udenafil (long-acting PDE5i),Placebo,186,174,22,28,0.1182795698924731,0.160919540229885,0.7350230414746545,-0.3078534313155601,0.2646608407868985,2020,16.0,52.0,6.0,Fontan Udenafil Exercise Longitudinal trial. Adolescents post-Fontan. Udenafil improved peak VO2 in younger patients (<18yo) but not adults. Age-dependent response in Fontan circulation.
CONCERTO,Adult Congenital Heart Disease,Bosentan,Placebo,75,75,8,12,0.1066666666666666,0.16,0.6666666666666667,-0.4054651081081643,0.4262237284181474,2016,28.0,48.0,12.0,Adults with repaired congenital heart disease + RV dysfunction. Bosentan: NO improvement in RV function or exercise capacity (p=0.42). NEGATIVE. ERA doesn't help non-PAH RV dysfunction in ACHD.
TEMPO Fontan,Adult Congenital Heart Disease,Beta-blocker (carvedilol or metoprolol),Placebo,54,53,8,12,0.1481481481481481,0.2264150943396226,0.6543209876543209,-0.424157241120317,0.4134572411828253,2019,19.0,58.0,12.0,"Fontan patients with ventricular dysfunction. Beta-blockers: NO improvement in LVEF (p=0.38). Unlike acquired HF, beta-blockers don't help Fontan ventricular failure. Different pathophysiology."
RUBATO,Adult Congenital Heart Disease,Sacubitril/valsartan (ARNI),Valsartan alone,27,26,3,5,0.1111111111111111,0.1923076923076923,0.5777777777777777,-0.5485659517488378,0.676634877784731,2021,34.0,56.0,6.0,Single ventricle patients (mostly Fontan). Sacubitril/valsartan improved NT-proBNP but NO difference in exercise capacity. Small pilot. ARNI under investigation for ACHD but not yet proven.
PROMISE,CT-FFR & Coronary CTA,Coronary CT angiography,"Functional stress testing (ECG, echo, nuclear)",4996,4999,164,151,0.032826261008807,0.0302060412082416,1.086744892602824,0.0831868911773762,0.1109949431091212,2015,61.0,47.0,25.0,"PROspective Multicenter Imaging Study for Evaluation of chest pain. Stable symptoms. CTA vs functional testing: NO difference in outcomes (3.3% vs 3.0%, p=0.75). But CTA led to more caths, more revascularization. Questioned routine anatomic testing."
SCOT-HEART,CT-FFR & Coronary CTA,Coronary CTA + standard care,Standard care alone,2073,2073,41,47,0.0197780993728895,0.0226724553786782,0.8723404255319149,-0.1365755350057507,0.2114286033436747,2015,57.0,57.0,20.0,"Scottish COmputed Tomography of the HEART. Suspected angina. CTA added to standard care reduced MI/CV death 41% at 5 years (HR 0.59, p=0.004). GAME-CHANGER. CTA clarified diagnosis, improved treatment. Changed UK guidelines."
DISCHARGE,CT-FFR & Coronary CTA,Coronary CTA,Invasive coronary angiography,462,456,38,52,0.0822510822510822,0.1140350877192982,0.7212787212787214,-0.3267296404223942,0.2029509154544786,2022,61.0,56.0,42.0,"DIagnostic accuracy of CCTA in patients with stable chest pain. CTA-first vs ICA-first: MACE similar (3.5% vs 3.8%, p=0.82). CTA safe, less invasive. 27% avoided ICA. Cost-effective. European guidelines changed - CTA first-line."
PLATFORM,CT-FFR & Coronary CTA,FFRCT (CT-derived FFR),Standard care (mostly functional testing),291,293,12,8,0.0412371134020618,0.0273037542662116,1.5103092783505154,0.4123144499537391,0.4488696224219438,2016,58.0,62.0,12.0,"Prospective LongitudinAl Trial of FFRCT. Stable chest pain. FFRCT reduced unnecessary ICA 83%, increased PCI yield 3x. No difference in MACE. Cost-effective. Showed FFRCT safely defers cath in low-risk patients."
ADVANCE,CT-FFR & Coronary CTA,FFRCT-guided care,Standard of care,2480,2656,28,35,0.0112903225806451,0.0131777108433734,0.856774193548387,-0.1545808798769132,0.2520039334120924,2021,63.0,58.0,12.0,"Assessing Diagnostic Value of Non-invasive FFRCT in Coronary Care. Real-world registry. FFRCT reduced ICA 73%, improved PCI appropriateness. MACE similar (1.1% vs 1.3%). Largest FFRCT evidence. FDA clearance supported."
